"kode_urusan","kode_bidang","kode_program","kode_kegiatan","kode_sub_kegiatan","nomenklatur","kinerja","indikator","satuan"
"1","3","7.0","1.01","41.0","Pembangunan Sistem Pengelolaan Air Limbah Domestik (SPALD) Terpusat di Kawasan Strategis Provinsi","Terbangunnya Sistem Pengelolaan Air Limbah Domestik (SPALD) Terpusat di Kawasan Strategis Provinsi","Kapasitas Sistem Pengelolaan Air Limbah Domestik (SPALD) Terpusat di Kawasan Strategis Provinsi yang dibangun","MÂ³/Hari"
"1","3","7.0","1.01","42.0","Peningkatan TPA/TPST/SPA/TPS-3R/TPS di Kawasan Strategis Provinsi","Meningkatnya TPA/TPST/SPA/TPS-3R/TPS di Kawasan Strategis Provinsi","Kapasitas TPA/TPST/SPA/TPS-3R/TPS di Kawasan Strategis Provinsi yang ditingkatkan","Ton/hari"
"1","3","7.0","1.01","43.0","Optimalisasi Sistem Pengelolaan Air Limbah Domestik (SPALD) Terpusat di Kawasan Strategis Provinsi","Teroptimalisasinya Sistem Pengelolaan Air Limbah Domestik (SPALD)Terpusat di Kawasan Strategis Provinsi","Jumlah Sistem Pengelolaan Air Limbah Domestik (SPALD) Terpusat di Kawasan Strategis Provinsi yang dioptimalisasi","Unit"
"1","3","7.0","1.01","44.0","Optimalisasi Instalasi Pengolahan Lumpur Tinja (IPLT) di Kawasan Strategis Provinsi","Teroptimalisasinya Sistem Pengelolaan Air Limbah Domestik (SPALD) Setempat (IPLT) di Kawasan Strategis Provinsi","Teroptimalisasinya Instalasi Pengolahan Lumpur Tinja (IPLT) di Kawasan Strategis Provinsi","Unit"
"1","3","7.0","1.01","45.0","Peningkatan Instalasi Pengolahan Lumpur Tinja (IPLT) di Kawasan Strategis Provinsi","Meningkatnya Instalasi Pengolahan Lumpur Tinja (IPLT) di Kawasan Strategis Provinsi","Kapasitas Sistem Pengelolaan Air Limbah Domestik (SPALD) Setempat (IPLT) di Kawasan Strategis Provinsi yang ditingkatkan","MÂ³/Hari"
"1","3","7.0","1.01","46.0","Pembangunan Instalasi Pengolahan Lumpur Tinja (IPLT) di Kawasan Strategis Provinsi","Terbangunnya Instalasi Pengolahan Lumpur Tinja (IPLT) di Kawasan Strategis Provinsi","Kapasitas Instalasi Pengolahan Lumpur Tinja (IPLT) di Kawasan Strategis Provinsi yang terbangun","MÂ³/Hari"
"1","3","7.0","3.02","","Penyelenggaraan perumahan dan kawasan permukiman melalui pemberian bantuan untuk pembangunan layak huni dan kawasan permukiman layak terutama bagi OAP","","",""
"1","3","7.0","3.02","1.0","Pembangunan rumah sehat yang dilengkapi dengan prasarana dan sarana utilitas umum, terutama bagi OAP di daerah terisolasi, terpencil, dan terluar","Tersedianya pembangunan rumah sehat yang dilengkapi dengan prasarana dan sarana utilitas umum, terutama bagi OAP di daerah terisolasi, terpencil, dan terluar","Jumlah rumah sehat yang dilengkapi dengan prasarana dan sarana utilitas umum, terutama bagi OAP di daerah terisolasi, terpencil, dan terluar","Unit"
"1","3","7.0","3.02","2.0","Peningkatan akses kredit atau pembiayaan dan bantuan prasarana, sarana dna utilitas umum bagi masyarakat berpenghasilan rendah (MBR)","Memenuhi kebutuhan akses kredit atau pembiayaan Rumah Layak Huni bagi Masyarakat Berpenghasilan Rendah (MBR)","Jumlah akta akad kredit terhadap Rumah Layak Huni bagi Masyarakat Berpenghasilan Rendah (MBR)","Dokumen"
"1","3","7.0","3.02","3.0","Penyusunan kebijakan pembangunan perumahan dan permukiman layak huni bagi setiap rumah tangga terutama OAP dengan kriteria dan prioritas sesuai karakteristik dan budaya OAP dengan tidak menghilangkan hak OAP untuk memperoleh kompensasi akibat relokasi","Tersusunnya kebijakan pembangunan perumahan dan permukiman layak huni bagi setiap rumah tangga terutama OAP dengan kriteria dan prioritas sesuai karakteristik dan budaya OAP dengan tidak menghilangkan hak OAP untuk memperoleh kompensasi akibat relokasi","Jumlah kebijakan pembangunan perumahan dan permukiman layak huni bagi setiap rumah tangga terutama OAP dengan kriteria dan prioritas sesuai karakteristik dan budaya OAP dengan tidak menghilangkan hak OAP untuk memperoleh kompensasi akibat relokasi Yang Ditetapkan","Dokumen"
"1","3","7.0","3.02","7.0","Penyusunan pedoman tentang kewajiban pihak yang melakukan relokasi Penduduk OAP untuk menyediakan perumahan dan permukiman layakhuni","Tersusunnya pedoman tentang kewajiban pihak yang melakukan relokasi Penduduk OAP untuk menyediakan perumahan dan permukiman layakhuni","Tersedianya dokumen pedoman tentang kewajiban pihak yang melakukan relokasi Penduduk OAP untuk menyediakan perumahan dan permukiman layakhuni","Dokumen"
"1","3","7.0","4.02","","Penyelenggaraan perumahan dan kawasan permukiman melalui pemberian bantuan untuk pembangunan layak huni dan kawasan permukiman layak terutama bagi OAP","","",""
"1","3","7.0","4.02","1.0","Pembangunan rumah sehat yang dilengkapi dengan prasarana dan sarana utilitas umum, terutama bagi OAP di daerah terisolasi, terpencil, dan terluar","Tersedianya pembangunan rumah sehat yang dilengkapi dengan prasarana dan sarana utilitas umum, terutama bagi OAP di daerah terisolasi, terpencil, dan terluar","Jumlah rumah sehat yang dilengkapi dengan prasarana dan sarana utilitas umum, terutama bagi OAP di daerah terisolasi, terpencil, dan terluar","Unit"
"1","3","7.0","4.02","2.0","Peningkatan akses kredit atau pembiayaan dan bantuan prasarana, sarana dna utilitas umum bagi masyarakat berpenghasilan rendah (MBR)","Memenuhi kebutuhan akses kredit atau pembiayaan Rumah Layak Huni bagi Masyarakat Berpenghasilan Rendah (MBR)","Jumlah akta akad kredit terhadap Rumah Layak Huni bagi Masyarakat Berpenghasilan Rendah (MBR)","Dokumen"
"1","3","7.0","4.02","3.0","Penyusunan kebijakan pembangunan perumahan dan permukiman layak huni bagi setiap rumah tangga terutama OAP dengan kriteria dan prioritas sesuai karakteristik dan budaya OAP dengan tidak menghilangkan hak OAP untuk memperoleh kompensasi akibat relokasi","Tersusunnya kebijakan pembangunan perumahan dan permukiman layak huni bagi setiap rumah tangga terutama OAP dengan kriteria dan prioritas sesuai karakteristik dan budaya OAP dengan tidak menghilangkan hak OAP untuk memperoleh kompensasi akibat relokasi","Jumlah kebijakan pembangunan perumahan dan permukiman layak huni bagi setiap rumah tangga terutama OAP dengan kriteria dan prioritas sesuai karakteristik dan budaya OAP dengan tidak menghilangkan hak OAP untuk memperoleh kompensasi akibat relokasi Yang Ditetapkan","Dokumen"
"1","3","7.0","4.02","7.0","Penyusunan pedoman tentang kewajiban pihak yang melakukan relokasi Penduduk OAP untuk menyediakan perumahan dan permukiman layakhuni","Tersusunnya pedoman tentang kewajiban pihak yang melakukan relokasi Penduduk OAP untuk menyediakan perumahan dan permukiman layakhuni","Jumlah dokumen pedoman tentang kewajiban pihak yang melakukan relokasi Penduduk OAP untuk menyediakan perumahan dan permukiman layakhun Yang Ditetapkan","Dokumen"
"1","3","8.0","","","PROGRAM PENATAAN BANGUNAN GEDUNG","","",""
"1","3","8.0","1.01","","Penetapan dan Penyelenggaraan Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi","","",""
"1","3","8.0","1.01","12.0","Pembinaan Penyelenggaraan Bangunan Gedung kepada Penyelenggara Bangunan Gedung, dan Masyarakat","Terlaksananya Pembinaan Penyelenggaraan Bangunan Gedung kepada Penyelenggara Bangunan Gedung, dan Masyarakat","Jumlah Peserta yang Mengikuti Pembinaan Penyelenggaraan Bangunan Gedung kepada Penyelenggara Bangunan Gedung, dan Masyarakat","Orang"
"1","3","8.0","1.01","13.0","Pelaksanaan Pengelolaan Rumah Negara","Terlaksananya Pengelolaan Rumah Negara","Jumlah Rumah Negara yang Dikelola","Rumah Negara"
"1","3","8.0","1.01","14.0","Identifikasi, Penetapan, Penyelenggaraan Bangunan Gedung Cagar Budaya yang Dilestarikan untuk Kepentingan Strategis Daerah Provinsi","Terlaksananya Identifikasi, Penetapan, Penyelenggaraan Bangunan Gedung Cagar Budaya yang Dilestarikan untuk Kepentingan Strategis Daerah Provinsi","Jumlah Bangunan Gedung Cagar Budaya yang Dilestarikan untuk Kepentingan Strategis Daerah Provinsi yang Diidentifikasi, Ditetapkan dan Diselenggarakan","Bangunan Gedung Cagar Budaya"
"1","3","8.0","1.01","15.0","Pendaftaran Huruf Daftar Nomor (HDNo) Bangunan Gedung Negara","Terdaftarnya Huruf Daftar Nomor (HDNo) Bangunan Gedung Negara","Jumlah Bangunan Gedung Negara yang Terdaftar Huruf Daftar Nomor (HDNo)","Bangunan Gedung Negara"
"1","3","8.0","1.01","16.0","Pengubahsuaian Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi","Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi yang mendapatkan Pengubahsuaian","Jumlah Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi yang Diubahsuaikan","Bangunan Gedung"
"1","3","8.0","1.01","17.0","Penyelenggaraan Penerbitan dan Perpanjangan Lisensi Arsitek","Terselenggaranya Penerbitan dan Perpanjangan Lisensi Arsitek","Jumlah Lisensi Arsitek yang Diterbitkan dan Diperpanjang","Lisensi"
"1","3","8.0","1.01","18.0","Pembinaan dan Pengawasan Pembangunan Bangunan Gedung Negara kepada Pemerintah Kabupaten/Kota","Terlaksananya Pembinaan dan Pengawasan Pembangunan Bangunan Gedung Negara","Jumlah Kabupaten/Kota yang mendapatkan Pembinaan dan Pengawasan Pembangunan Bangunan Gedung Negara","Kabupaten/Kota"
"1","3","8.0","1.01","19.0","Pembangunan, Pemanfaatan, Pelestariaan dan Pembongkaran Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi","Terlaksananya Pembangunan, Pemanfaatan, Pelestariaan dan Pembongkaran Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi","Jumlah Dokumen Pembangunan, Pemanfaatan, Pelestariaan dan Pembongkaran Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi","Dokumen"
"1","3","8.0","1.01","20.0","Pemeliharaan, Perawatan, dan Pemeriksaan Berkala Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi","Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi yang mendapatkan Pemeliharaan, Perawatan, dan Pemeriksanaan Berkala","Jumlah Bangunan Gedung untuk Kepentingan Strategis Provinsi yang Dipelihara, Dirawat, dan Diperiksa Berkala","Bangunan Gedung"
"1","3","8.0","1.01","21.0","Pemberian Kompensasi, Insentif dan Disinsentif kepada Pemilik, Pengguna, dan/atau Pengelola Bangunan Gedung Cagar Budaya untuk Kepentingan Strategis Daerah Provinsi","Terlaksananya Pemberian Kompensasi, Insentif dan Disinsentif kepada Pemilik, Pengguna, dan/atau Pengelola Bangunan Gedung Cagar Budaya untuk Kepentingan Strategis Daerah Provinsi","Jumlah Pemilik, Pengguna, dan/atau Pengelola Bangunan Gedung Cagar Budaya untuk Kepentingan Strategis Daerah Provinsi yang Mendapatkan Kompensasi, Insentif dan Disinsentif","Orang"
"1","3","8.0","6.01","","Penetapan dan Penyelenggaraan Bangunan Gedung untuk Kepentingan Strategis Daerah Provinsi","","",""
"1","3","8.0","6.01","9.0","Pembinaan Penyelenggaraan Bangunan Gedung kepada Penyelenggara Bangunan Gedung, dan Masyarakat","Terlaksananya Pembinaan Penyelenggaraan Bangunan Gedung kepada Penyelenggara Bangunan Gedung, dan Masyarakat","Jumlah Peserta yang Mengikuti Pembinaan Penyelenggaraan Bangunan Gedung kepada Penyelenggara Bangunan Gedung, dan Masyarakat","Orang"
"1","3","9.0","","","PROGRAM PENATAAN BANGUNAN DAN LINGKUNGANNYA","","",""
"1","3","9.0","1.01","","Penyelenggaraan Penataan Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","","",""
"1","3","9.0","1.01","13.0","Penyusunan Rencana dan Teknis Tata Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Tersusunnya Rencana dan Teknis Tata Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Jumlah Dokumen Rencana Tata Bangunan dan Lingkungan (RTBL) di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Dokumen"
"1","3","9.0","1.01","14.0","Pendampingan Legalisasi Perencanaan Teknis dan Rencana Tata Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Tersusunnya dokumen legal sebagai acuan perencanan detil dan pengendalian dalam rangka penyelenggaraan penataan bangunan gedung dan lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Jumlah dokumen legal yang disahkan terkait perencanaan tata bangunan dan lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Dokumen"
"1","3","9.0","1.01","17.0","Penyusunan Rencana dan Teknis Tata Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Tersusunnya Rencana dan Teknis Tata Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Jumlah Dokumen Rencana Tata Bangunan dan Lingkungan (RTBL) di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Dokumen"
"1","3","9.0","1.01","18.0","Pembinaan dan pengawasan penataan bangunan dan lingkungan kepada pemerintah Kabupaten/Kota","Terlaksananya pembinaan dan pengawasan penataan bangunan dan lingkungan kepada pemerintah Kabupaten/Kota","Jumlah Kabupaten/Kota yang mendapatkan pembinaan dan pengawasan penataan bangunan dan lingkungan","kabupaten/kota"
"1","3","9.0","1.01","19.0","Penataan Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Terlaksananya Penataan Bangunan dan Lingkungan di Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota","Jumlah Kawasan Strategis Daerah Provinsi dan Lintas Daerah Kabupaten/Kota yang dilaksanakan penataan bangunan dan lingkungan","Kawasan"
"1","3","10.0","","","PROGRAM PENYELENGGARAAN JALAN","","",""
"1","3","10.0","1.01","","Penyelenggaraan Jalan Provinsi","","",""
"1","3","10.0","1.01","30.0","Rehabilitasi Jalan","Terehabilitasinya Jalan","Panjang Jalan yang Direhabilitasi","KM"
"1","3","10.0","1.01","31.0","Rekonstruksi Jalan","Terekonstruksinya Jalan","Panjang Jalan yang Direkonstruksi","KM"
"1","3","10.0","1.01","35.0","Pelebaran Jalan Menambah Lajur","Jalan yang mendapatkan Pelebaran Menambah Lajur","Panjang Jalan yang Dilebarkan Menambah Lajur","KM"
"1","3","10.0","1.01","41.0","Penyusunan Rencana, Kebijakan, Strategi dan Teknis Pengembangan Jaringan Jalan serta Perencanaan Teknis Penyelenggaraan Jalan dan Jembatan","Tersusunnya Rencana, Kebijakan, Strategi dan Teknis Pengembangan Jaringan Jalan serta Perencanaan Teknis Penyelenggaraan Jalan dan Jembatan","Jumlah Dokumen Rencana, Kebijakan, Strategi dan Teknis Pengembangan Jaringan Jalan serta Perencanaan Teknis Penyelenggaraan Jalan dan Jembatan yang Disusun","Dokumen"
"1","3","10.0","1.01","43.0","Survey Kondisi Jalan/Jembatan","Jalan/Jembatan yang mendapatkan Survey Kondisi","Panjang Jalan/Jembatan yang Disurvey Kondisinya","KM"
"1","3","10.0","1.01","44.0","Pengelolaan Leger Jalan","Terkelolanya Leger Jalan","Jumlah Dokumen Leger Jalan yang Dikelola","Dokumen"
"1","3","10.0","1.01","45.0","Pemeliharaan Rutin Jalan","Terlaksananya Pemeliharaan Rutin Jalan","Panjang Jalan yang Dipelihara dengan Pemeliharaan Rutin","KM"
"1","3","10.0","1.01","46.0","Penggantian Jembatan","Terlaksananya Penggantian Jembatan","Panjang Jembatan yang dilakukan penggantian","Meter"
"1","3","10.0","1.01","47.0","Pemeliharaan Berkala Jembatan","Terlaksananya Pemeliharaan Berkala Jembatan","Panjang Jembatan yang Dipelihara Secara Berkala","Meter"
"1","3","10.0","1.01","48.0","Pembangunan Underpass","Terlaksananya Pembangunan Underpass","Panjang Underpass yang Dibangun","Meter"
"1","3","10.0","1.01","49.0","Pelebaran Jembatan","Terlaksananya Pelebaran Jembatan","Panjang jembatan yang dilebarkan","Meter"
"1","3","10.0","1.01","50.0","Pembangunan Terowongan/Tunnel","Terlaksananya Pembangunan Terowongan/Tunnel","Panjang Terowongan/ Tunnel yang Dibangun","Meter"
"1","3","10.0","1.01","51.0","Pelebaran Jalan Menuju Standar","Terlaksananya Pelebaran Jalan Menuju Standar","Panjang Jalan yang Dilebarkan Menuju Standar","KM"
"1","3","10.0","1.01","52.0","Rehabilitasi Jembatan","Terlaksananya Rehabilitasi Jembatan","Panjang Jembatan yang Direhabilitasi","Meter"
"1","3","10.0","1.01","53.0","Pengawasan Penyelenggaraan Jalan Kewenangan Provinsi","Terawasinya Penyelenggaraan Jalan Kewenangan Provinsi","Panjang Jalan/Jembatan Kewenangan Provinsi yang Penyelenggaraannya Diawasi","KM"
"1","3","10.0","1.01","54.0","Pembangunan Jembatan","Terlaksananya Pembangunan Jembatan","Panjang jembatan yang dibangun","Meter"
"1","3","10.0","1.01","55.0","Pembangunan Flyover","Terlaksananya Pembangunan Flyover","Panjang Flyover yang Dibangun","Meter"
"1","3","10.0","1.01","56.0","Pemeliharaan Berkala Jalan","Terlaksananya Pemeliharaan Berkala Jalan","Panjang Jalan yang Dipelihara dengan Pemeliharaan Berkala","KM"
"1","3","10.0","1.01","57.0","Pemeliharaan Rutin Jembatan","Terlaksananya Pemeliharaan Rutin Jembatan","Panjang Jembatan yang Dipelihara Secara Rutin","Meter"
"1","3","10.0","1.01","58.0","Pembangunan Jalan","Terlaksananya Pembangunan Jalan","Panjang Jalan yang Dibangun","KM"
"1","3","10.0","1.01","59.0","Pemantauan dan Evaluasi Penyelenggaraan Jalan/Jembatan Kewenangan Provinsi","Terpantau dan Terevaluasinya Penyelenggaraan Jalan Kewenangan Provinsi","Panjang Jalan/Jembatan Kewenangan Provinsi yang Dipantau dan Dievaluasi Penyelenggaraannya","KM"
"1","3","11.0","","","PROGRAM PENGEMBANGAN JASA KONSTRUKSI","","",""
"1","3","11.0","1.01","","Penyelenggaraan Pelatihan Tenaga Ahli Konstruksi","","",""
"1","3","11.0","1.01","9.0","Penyediaan Instruktur/Asesor/Penyelengg ara Pelatihan Tenaga Ahli Konstruksi","Tersedianya Instruktur/Asesor/Penyelengg ara Pelatihan Tenaga Ahli Konstruksi","Jumlah Instruktur/Asesor/Penyelengg ara Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli yang Disediakan","Orang"
"1","3","11.0","1.01","10.0","Penyediaan Training Need Assessment (TNA) Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli","Tersedianya Training Need Assessment (TNA) Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli","Jumlah Dokumen Training Need Assessment (TNA) Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli yang Disediakan","Dokumen"
"1","3","11.0","1.01","11.0","Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli","Tenaga Kerja Konstruksi Kualifikasi Ahli yang mendapatkan Pelatihan","Jumlah Tenaga Kerja Konstruksi Kualifikasi Ahli yang Dilatih","Orang"
"1","3","11.0","1.01","12.0","Pembinaan dan Peningkatan Kapasitas Kelembagaan Konstruksi","Kelembagaan Jasa Konstruksi yang mendapatkan Pembinaan dan Peningkatan Kapasitas","Jumlah Lembaga Jasa Konstruksi yang Dibina dan Ditingkatkan Kapasitasnya","Lembaga"
"1","3","11.0","1.01","13.0","Penyediaan SOP Penyelenggaraan Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli","Tersedianya SOP Penyelenggaraan Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli","Jumlah Dokumen SOP Penyelenggaraan Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli yang Disediakan","Dokumen"
"1","3","11.0","1.01","14.0","Fasilitasi Sertifikasi Tenaga Kerja Konstruksi Kualifikasi Ahli","Terfasilitasinya Sertifikasi Tenaga Kerja Konstruksi Kualifikasi Ahli","Jumlah Tenaga Kerja Konstruksi Kualifikasi Ahli Difasilitasi Sertifikasi","Orang"
"1","3","11.0","1.01","15.0","Pemantauan dan Evaluasi Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli","Terpantau dan Terevaluasinya Pelatihan Tenaga Kerja Konstruksi Kualifikasi Ahli","Jumlah Tenaga Kerja Konstruksi Kualifikasi Ahli yang Dipantau dan Dievaluasi Pelatihannya","Orang"
"1","3","11.0","1.01","16.0","Identifikasi Potensi Kerja Sama dan Pemberdayaan Jasa Konstruksi","Teridentifikasinya Potensi Kerja Sama dan Pemberdayaan Jasa Konstruksi","Jumlah Lembaga Jasa Konstruksi yang Diidentifikasi Potensi Kerja Sama dan Pemberdayaannya","Lembaga"
"1","3","11.0","1.01","20.0","Fasilitasi Pengembangan Kompetensi Keahlian Konstruksi","Terfasilitasi pengembangan kompetensi Keahlian Konstruksi","Jumlah Tenaga Kerja Konstruksi yang Mengikuti Fasilitasi Pengembangan Kompetensi Keahlian Konstruksi","Orang"
"1","3","11.0","1.02","","Penyelenggaraan Sistem Informasi Jasa Konstruksi (SIPJAKI) Cakupan Daerah Provinsi","","",""
"1","3","11.0","1.02","6.0","Operasionalisasi Layanan Informasi Jasa Konstruksi","Beroperasinya Layanan Informasi Jasa Konstruksi","Jumlah Layanan Informasi Jasa Konstruksi yang Dioperasikan","Layanan Informasi"
"1","3","11.0","1.02","7.0","Penyediaan Perangkat Pendukung Layanan Informasi Jasa Konstruksi","Tersedianya Perangkat Pendukung Layanan Informasi Jasa Konstruksi","Jumlah Perangkat Pendukung Layanan Informasi Jasa Konstruksi yang Disediakan","Perangkat Pendukung"
"1","3","11.0","1.02","8.0","Penyediaan Data dan Informasi Jasa Konstruksi Cakupan Provinsi","Tersedianya Data dan Informasi Jasa Konstruksi Cakupan Provinsi","Jumlah Dokumen Data dan Infromasi Jasa Konstruksi Cakupan Provinsi yang Disediakan","Dokumen"
"1","3","11.0","1.02","9.0","Peningkatan Kapasitas Pengelolaan SIPJAKI","Meningkatnya Kapasitas Pengelola SIPJAKI","Jumlah Pengelola SIPJAKI yang Ditingkatkan Kapasitasnya","Orang"
"1","3","11.0","1.03","","Kebijakan Khusus Terhadap Penyelenggaraan Jasa Konstruksi","","",""
"1","3","11.0","1.03","4.0","Pengawasan dan Evaluasi Tertib Penyelenggaraan Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota","Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota yang mendapatkan Pengawasan dan Evaluasi Tertib Penyelenggaraan","Jumlah Paket Pekerjaan Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota yang Diawasi dan Dievaluasi Tertib Penyelenggaraan","Paket Pekerjaan"
"1","3","11.0","1.03","5.0","Pengawasan dan Evaluasi Tertib Pemanfaatan Produk Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota","Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota yang mendapatkan Pengawasan dan Evaluasi Tertib Pemanfaatan Produk","Jumlah Bangunan Konstruksi Provinsi dan Lintas Kabupaten/Kota yang Diawasi dan Dievaluasi Tertib Pemanfaatan Produk","Bangunan Konstruksi"
"1","3","11.0","1.03","6.0","Pembinaan Tertib Usaha, Tertib Penyelenggaraan, dan Tertib Pemanfaatan Produk Jasa Konstruksi","Jasa Konstruksi yang mendapatkan Pembinaan Tertib Usaha, Tertib Penyelenggaraan, dan Tertib Pemanfaatan Produk","Jumlah Lembaga Jasa Konstruksi yang Dibina Tertib Usaha, Tertib Penyelenggaraan, dan Tertib Pemanfaatan Produk","Lembaga"
"1","3","11.0","1.03","7.0","Pengawasan dan Evaluasi Tertib Usaha Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota","Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota yang mendapatkan Pengawasan dan Evaluasi Tertib Usaha","Jumlah Badan Usaha Jasa Konstruksi Provinsi dan Lintas Kabupaten/Kota yang Diawasi dan Dievaluasi Tertib Usaha","Badan Usaha"
"1","3","11.0","1.03","8.0","Penyusunan Produk Hukum Daerah terkait Penyelenggaraan Jasa Konstruksi di Provinsi","Tersusunnya Produk Hukum Daerah terkait Penyelenggaraan Jasa Konstruksi di Provinsi","Jumlah Dokumen Produk Hukum Daerah terkait Penyelenggaraan Jasa Konstruksi di Provinsi yang Disusun","Dokumen"
"1","3","11.0","3.01","","Penyelenggaraan Pelatihan Tenaga Ahli Konstruksi","","",""
"1","3","11.0","3.01","9.0","Pengembangan Kompetensi Keahlian dan Teknik konstruksi bagi OAP","Terlaksananya Pengembangan Kompetensi Keahlian dan Teknik konstruksi bagi OAP","Jumlah Tenaga Kerja Konstruksi bagi OAP yang Mengikuti Pengembangan Kompetensi Keahlian dan Teknik Konstruksi","Orang"
"1","3","12.0","","","PROGRAM PENYELENGGARAAN PENATAAN RUANG","","",""
"1","3","12.0","1.01","","Penetapan Rencana Tata Ruang Wilayah dan Rencana Rinci Tata Ruang Provinsi","","",""
"1","3","12.0","1.01","3.0","Penetapan Kebijakan dalam rangka Pelaksanaan Penataan Ruang","Tersedianya Dokumen Kebijakan Pelaksanaan Penataan Ruang selain RTRW Provinsi","Jumlah Dokumen Kebijakan Perda/Pergub selain RTRW Provinsi","Dokumen"
"1","3","12.0","1.01","5.0","Penyebarluasan Informasi Penataan Ruang","Tersampaikannya informasi penataan ruang kepada masyarakat","Jumlah publikasi informasi penataan ruang","Publikasi"
"1","3","12.0","1.01","6.0","Penetapan RTRW Provinsi","Tersedianya Perda RTRW Provinsi","Jumlah Perda RTRW Provinsi","Dokumen"
"1","3","12.0","1.01","7.0","Pelaksanaan Persetujuan Substansi RTRW Provinsi","Terpenuhinya dokumen administrasi dan penyempurnaan dokumen hasil evaluasi dan masukan pada forum lintas sektor dalam rangka penerbitan persetujuan substansi","Jumlah surat persetujuan substansi RTRW Provinsi","Dokumen"
"1","3","12.0","1.01","8.0","Pelaksanaan Evaluasi RTRW Provinsi","Terpenuhinya dokumen persyaratan untuk mendapatkan Keputusan Menteri Dalam Negeri hasil evaluasi","Dokumen persyaratan untuk mendapatkan Keputusan Menteri Dalam Negeri hasil evaluasi","Dokumen"
"1","3","12.0","1.01","9.0","Sosialisasi Peraturan Perundang-undangan dan Pedoman Bidang Penataan ruang","Tersampaikannya substansi pengaturan bidang penataan ruang kepada pemangku kepentingan","Jumlah pemangku kepentingan yang mengikuti kegiatan sosialisasi","Orang"
"1","3","12.0","1.02","","Koordinasi dan Sinkronisasi Perencanaan Tata Ruang","","",""
"1","3","12.0","1.02","4.0","Peningkatan Peran Masyarakat dalam Penataan Ruang","Terlaksananya Peningkatan Pemahaman dan Tanggung Jawab Masyarakat","Jumlah Laporan Peningkatan Pemahaman dan Tanggung Jawab Masyarakat","Laporan"
"1","3","12.0","1.02","5.0","Peningkatan kompetensi SDM bidang penataan ruang","Terlaksananya kegiatan peningkatan kualitas SDM perencana tata ruang","Jumlah SDM yang mendapatkan pendidikan dan pelatihan","Orang"
"1","3","12.0","1.02","6.0","Monitoring dan Evaluasi Penyusunan dan Penetapan RTRW dan RDTR Kabupaten/Kota","Terlaksananya monitoring dan evaluasi penyusunan dan penetapan RTRW dan RDTR Kabupaten/Kota dengan adanya laporan progres dan tindak lanjut dari provinsi","Jumlah dokumen monitoring dan evaluasi penyusunan dan penetapan RTRW dan RDTR Kabupaten/Kota","Dokumen"
"1","3","12.0","1.02","7.0","Penyusunan RTRW Provinsi","Tersedianya materi teknis dan ranperda RTRW Provinsi sesuai dengan pedoman","Jumlah materi teknis dan ranperda RTRW Provinsi","Dokumen"
